DATE	cout	rout
1980-05-21	0.351	0.886
1980-05-22	1.729	0.858
1980-05-23	8.768	1.396
1980-05-24	9.691	2.67
1980-05-25	14.802	6.55
1980-05-26	17.948	16.63
1980-05-27	17.8	29.26
1980-05-28	16.272	15.385
1980-05-29	14.655	7.682
1980-05-30	14.122	5.7
1980-05-31	14.374	5.644
1980-06-01	13.715	7.589
1980-06-02	14.963	6.06
1980-06-03	14.977	7.532
1980-06-04	14.312	8.948
1980-06-05	13.854	6.201
1980-06-06	13.308	4.701
1980-06-07	12.647	3.936
1980-06-08	11.956	3.653
1980-06-09	11.614	3.455
1980-06-10	11.05	3.2
1980-06-11	10.176	3.171
1980-06-12	11.202	3.313
1980-06-13	13.232	4.814
1980-06-14	14.183	11.129
1980-06-15	13.768	7.504
1980-06-16	12.981	5.663
1980-06-17	12.102	4.955
1980-06-18	11.259	3.681
1980-06-19	10.492	2.86
1980-06-20	9.801	2.35
1980-06-21	9.177	2.01
1980-06-22	8.625	1.784
1980-06-23	7.727	1.586
1980-06-24	7.348	1.472
1980-06-25	7.342	1.501
1980-06-26	8.021	1.869
1980-06-27	8.412	2.152
1980-06-28	7.28	2.86
1980-06-29	6.531	3.171
1980-06-30	5.741	2.379
1980-07-01	5.284	1.877
1980-07-02	4.836	1.538
1980-07-03	4.473	1.368
1980-07-04	4.301	1.169
1980-07-05	4.067	1.056
1980-07-06	3.918	0.971
1980-07-07	3.72	0.886
1980-07-08	3.532	0.801
1980-07-09	3.137	0.745
1980-07-10	2.945	0.688
1980-07-11	3.025	0.688
1980-07-12	3.091	0.66
1980-07-13	3.596	0.575
1980-07-14	3.855	0.575
1980-07-15	3.4	0.547
1980-07-16	2.742	0.547
1980-07-17	2.162	0.575
1980-07-18	2.455	0.575
1980-07-19	2.84	0.575
1980-07-20	2.741	0.547
1980-07-21	2.247	0.462
1980-07-22	1.802	0.433
1980-07-23	1.512	0.399
1980-07-24	1.329	0.396
1980-07-25	1.195	0.331
1980-07-26	1.18	0.275
1980-07-27	1.038	0.227
1980-07-28	0.958	0.195
1980-07-29	0.973	0.176
1980-07-30	0.976	0.167
1980-07-31	0.925	0.15
1980-08-01	0.941	0.066
1980-08-02	0.83	0.058
1980-08-03	1.029	0.057
1980-08-04	1.564	0.065
1980-08-05	1.585	0.066
1980-08-06	1.404	0.06
1980-08-07	1.107	0.057
1980-08-08	0.973	0.056
1980-08-09	1.391	0.102
1980-08-10	2.163	0.218
1980-08-11	2.525	0.36
1980-08-12	3.223	0.614
1980-08-13	3.613	0.699
1980-08-14	3.267	0.728
1980-08-15	2.494	1.521
1980-08-16	1.814	1.152
1980-08-17	1.366	1.011
1980-08-18	2.32	0.813
1980-08-19	2.811	0.756
1980-08-20	2.41	0.671
1980-08-21	2.022	2.115
1980-08-22	2.151	1.492
1980-08-23	2.136	1.181
1980-08-24	1.741	1.068
1980-08-25	1.305	0.898
1980-08-26	0.986	0.756
1980-08-27	0.736	0.643
1980-08-28	0.642	0.53
1980-08-29	0.6	0.445
1980-08-30	0.528	0.416
1980-08-31	0.583	0.388
1980-09-01	0.676	0.368
1980-09-02	0.579	0.311
1980-09-03	0.426	0.311
1980-09-04	0.326	0.263
1980-09-05	0.233	0.232
1980-09-06	0.172	0.215
1980-09-07	0.159	0.193
1980-09-08	0.248	0.176
1980-09-09	0.339	0.153
1980-09-10	0.305	0.139
1980-09-11	0.205	0.136
1980-09-12	0.195	0.127
1980-09-13	1.056	0.136
1980-09-14	2.54	0.218
1980-09-15	3.986	0.34
1980-09-16	4.17	1.133
1980-09-17	3.56	1.586
1980-09-18	2.737	1.472
1980-09-19	1.907	1.189
1980-09-20	1.275	0.906
1980-09-21	0.867	0.765
1980-09-22	0.626	0.68
1980-09-23	0.489	0.595
1980-09-24	0.435	0.566
1980-09-25	0.415	0.51
1980-09-26	0.39	0.481
1980-09-27	0.357	0.481
1980-09-28	0.327	0.453
1980-09-29	0.322	0.453
1980-09-30	0.358	0.425
1980-10-01	0.379	0.396
1980-10-02	0.351	0.396
1980-10-03	0.302	0.368
1980-10-04	0.239	0.368
1980-10-05	0.184	0.396
1980-10-06	0.138	0.396
1980-10-07	0.092	0.368
1980-10-08	0.054	0.34
1980-10-09	0.254	0.34
1980-10-10	0.492	0.311
1980-10-11	0.473	0.368
1980-10-12	0.377	0.368
1980-10-13	0.305	0.51
1980-10-14	0.281	0.481
1980-10-15	0.306	0.538
1980-10-16	0.308	0.651
1980-10-17	0.397	0.878
1980-10-18	0.541	1.019
1980-10-19	0.573	1.019
1980-10-20	0.508	0.991
1980-10-21	0.481	0.991
1980-10-22	0.494	0.963
1980-10-23	0.446	0.906
1980-10-24	0.369	0.878
1980-10-25	0.303	0.934
1980-10-26	0.26	0.963
1980-10-27	0.233	0.963
1980-10-28	0.217	0.991
1980-10-29	0.226	0.934
1980-10-30	0.22	0.878
1980-10-31	0.232	0.878
1980-11-01	0.512	-9999
1980-11-02	0.693	-9999
1980-11-03	0.588	-9999
1980-11-04	0.535	-9999
1980-11-05	0.633	-9999
1980-11-06	0.614	-9999
1980-11-07	0.656	-9999
1980-11-08	0.703	-9999
1980-11-09	0.594	-9999
1980-11-10	0.422	-9999
1980-11-11	0.283	-9999
1980-11-12	0.196	-9999
1980-11-13	0.15	-9999
1980-11-14	0.125	-9999
1980-11-15	0.113	-9999
1980-11-16	0.107	-9999
1980-11-17	0.103	-9999
1980-11-18	0.101	-9999
1980-11-19	0.095	-9999
1980-11-20	0.089	-9999
1980-11-21	0.302	-9999
1980-11-22	0.449	-9999
1980-11-23	0.438	-9999
1980-11-24	0.359	-9999
1980-11-25	0.286	-9999
1980-11-26	0.236	-9999
1980-11-27	0.235	-9999
1980-11-28	0.25	-9999
1980-11-29	0.243	-9999
1980-11-30	0.236	-9999
1980-12-01	0.229	-9999
1980-12-02	0.254	-9999
1980-12-03	0.285	-9999
1980-12-04	0.318	-9999
1980-12-05	0.344	-9999
1980-12-06	0.358	-9999
1980-12-07	0.362	-9999
1980-12-08	0.358	-9999
1980-12-09	0.351	-9999
1980-12-10	0.345	-9999
1980-12-11	1.127	-9999
1980-12-12	1.858	-9999
1980-12-13	1.739	-9999
1980-12-14	1.259	-9999
1980-12-15	4.229	-9999
1980-12-16	9.795	-9999
1980-12-17	11.973	-9999
1980-12-18	9.749	-9999
1980-12-19	6.307	-9999
1980-12-20	3.62	-9999
1980-12-21	1.984	-9999
1980-12-22	1.109	-9999
1980-12-23	0.681	-9999
1980-12-24	0.482	-9999
1980-12-25	2.028	-9999
1980-12-26	5.839	-9999
1980-12-27	8.295	-9999
1980-12-28	7.78	-9999
1980-12-29	5.702	-9999
1980-12-30	3.676	-9999
1980-12-31	2.255	-9999
1981-01-01	1.363	-9999
1981-01-02	0.839	-9999
1981-01-03	0.55	-9999
1981-01-04	0.399	-9999
1981-01-05	0.32	-9999
1981-01-06	0.279	-9999
1981-01-07	0.255	-9999
1981-01-08	0.239	-9999
1981-01-09	0.227	-9999
1981-01-10	0.217	-9999
1981-01-11	0.208	-9999
1981-01-12	0.2	-9999
1981-01-13	0.192	-9999
1981-01-14	0.185	-9999
1981-01-15	0.178	-9999
1981-01-16	0.172	-9999
1981-01-17	0.166	-9999
1981-01-18	0.17	-9999
1981-01-19	0.191	-9999
1981-01-20	0.209	-9999
1981-01-21	0.217	-9999
1981-01-22	0.348	-9999
1981-01-23	0.517	-9999
1981-01-24	1.034	-9999
1981-01-25	1.348	-9999
1981-01-26	1.229	-9999
1981-01-27	0.93	-9999
1981-01-28	0.666	-9999
1981-01-29	0.493	-9999
1981-01-30	0.393	-9999
1981-01-31	0.338	-9999
1981-02-01	0.308	-9999
1981-02-02	0.289	-9999
1981-02-03	0.276	-9999
1981-02-04	0.265	-9999
1981-02-05	0.255	-9999
1981-02-06	0.257	-9999
1981-02-07	0.264	-9999
1981-02-08	0.282	-9999
1981-02-09	0.297	-9999
1981-02-10	0.304	-9999
1981-02-11	0.303	-9999
1981-02-12	0.297	-9999
1981-02-13	1.234	-9999
1981-02-14	2.562	-9999
1981-02-15	3.136	-9999
1981-02-16	5.406	-9999
1981-02-17	7.316	-9999
1981-02-18	6.748	-9999
1981-02-19	6.22	-9999
1981-02-20	5.155	-9999
1981-02-21	3.556	-9999
1981-02-22	2.19	-9999
1981-02-23	1.405	-9999
1981-02-24	0.903	-9999
1981-02-25	0.575	-9999
1981-02-26	0.378	-9999
1981-02-27	0.269	-9999
1981-02-28	0.212	-9999
1981-03-01	0.181	1.812
1981-03-02	0.165	1.812
1981-03-03	0.158	1.614
1981-03-04	0.184	1.303
1981-03-05	0.246	0.991
1981-03-06	0.282	0.906
1981-03-07	0.266	0.991
1981-03-08	0.227	1.104
1981-03-09	0.191	1.189
1981-03-10	0.165	1.303
1981-03-11	0.149	1.614
1981-03-12	0.139	1.812
1981-03-13	0.147	1.812
1981-03-14	0.187	1.699
1981-03-15	0.26	1.501
1981-03-16	1.915	1.303
1981-03-17	2.649	0.991
1981-03-18	2.204	0.793
1981-03-19	1.487	0.708
1981-03-20	0.945	0.708
1981-03-21	0.623	0.793
1981-03-22	0.455	0.991
1981-03-23	0.454	1.303
1981-03-24	0.528	1.727
1981-03-25	0.57	1.869
1981-03-26	0.887	2.52
1981-03-27	1.077	3.596
1981-03-28	1.02	3.398
1981-03-29	3.378	4.049
1981-03-30	6.127	5.635
1981-03-31	5.953	5.069
1981-04-01	4.323	4.304
1981-04-02	2.713	4.134
1981-04-03	1.596	3.087
1981-04-04	0.985	2.549
1981-04-05	0.908	2.294
1981-04-06	0.948	2.039
1981-04-07	0.828	2.095
1981-04-08	0.633	2.067
1981-04-09	0.463	1.812
1981-04-10	0.351	1.812
1981-04-11	0.284	1.501
1981-04-12	0.247	1.529
1981-04-13	0.224	1.501
1981-04-14	0.204	1.501
1981-04-15	1.61	1.416
1981-04-16	3.581	1.472
1981-04-17	5.534	2.379
1981-04-18	5.518	3.143
1981-04-19	5.299	2.973
1981-04-20	5.606	2.775
1981-04-21	4.97	2.662
1981-04-22	4.209	2.803
1981-04-23	5.686	2.945
1981-04-24	7.364	2.718
1981-04-25	6.813	2.832
1981-04-26	4.79	2.917
1981-04-27	3.351	2.69
1981-04-28	3.307	2.322
1981-04-29	3.468	2.067
1981-04-30	2.775	2.01
1981-05-01	1.771	2.047
1981-05-02	0.994	2.076
1981-05-03	0.53	2.132
1981-05-04	0.915	2.104
1981-05-05	2.178	2.246
1981-05-06	2.531	2.557
1981-05-07	2.082	3.01
1981-05-08	2.544	3.718
1981-05-09	2.599	4.199
1981-05-10	2.371	4.426
1981-05-11	1.829	3.775
1981-05-12	1.581	3.378
1981-05-13	1.628	2.925
1981-05-14	3.266	2.557
1981-05-15	11.997	2.784
1981-05-16	17.472	25.918
1981-05-17	16.37	31.808
1981-05-18	14.421	13.402
1981-05-19	13.534	10.401
1981-05-20	13.134	11.279
1981-05-21	14.832	12.355
1981-05-22	18.875	21.189
1981-05-23	21.291	19.745
1981-05-24	22.463	14.762
1981-05-25	23.498	10.004
1981-05-26	25.209	9.665
1981-05-27	25.446	10.882
1981-05-28	23.636	7.399
1981-05-29	20.926	5.813
1981-05-30	18.429	5.134
1981-05-31	16.388	4.624
1981-06-01	14.831	4.191
1981-06-02	13.561	3.936
1981-06-03	12.35	3.823
1981-06-04	11.4	3.511
1981-06-05	10.615	3.2
1981-06-06	10.03	3.058
1981-06-07	9.488	2.888
1981-06-08	8.92	2.945
1981-06-09	8.378	2.718
1981-06-10	7.871	2.662
1981-06-11	7.399	2.605
1981-06-12	9.334	2.52
1981-06-13	11.425	3.511
1981-06-14	13.748	17.103
1981-06-15	13.002	23.361
1981-06-16	11.229	12.459
1981-06-17	9.742	6.258
1981-06-18	8.497	4.417
1981-06-19	7.562	3.681
1981-06-20	6.872	3.256
1981-06-21	6.283	2.973
1981-06-22	5.839	2.747
1981-06-23	5.486	2.803
1981-06-24	5.172	2.549
1981-06-25	4.876	2.322
1981-06-26	4.382	2.124
1981-06-27	4.963	1.982
1981-06-28	5.263	1.812
1981-06-29	4.896	1.784
1981-06-30	4.196	1.869
1981-07-01	3.637	1.764
1981-07-02	3.374	1.594
1981-07-03	3.095	1.481
1981-07-04	2.854	1.339
1981-07-05	2.552	1.226
1981-07-06	2.274	1.056
1981-07-07	2.019	0.971
1981-07-08	1.969	0.915
1981-07-09	1.891	0.886
1981-07-10	1.788	0.915
1981-07-11	1.591	0.886
1981-07-12	1.566	0.83
1981-07-13	1.703	0.858
1981-07-14	1.753	0.83
1981-07-15	1.783	0.915
1981-07-16	1.9	1.028
1981-07-17	1.765	1.056
1981-07-18	1.603	1.085
1981-07-19	1.433	1.056
1981-07-20	1.127	0.943
1981-07-21	0.98	0.83
1981-07-22	1.088	0.773
1981-07-23	1.336	0.745
1981-07-24	2.497	0.716
1981-07-25	4.244	0.745
1981-07-26	4.632	1.396
1981-07-27	3.782	3.718
1981-07-28	2.75	2.727
1981-07-29	1.985	1.934
1981-07-30	1.502	1.509
1981-07-31	1.215	1.254
1981-08-01	0.948	1.011
1981-08-02	0.726	0.841
1981-08-03	0.557	0.728
1981-08-04	0.496	0.699
1981-08-05	0.432	0.643
1981-08-06	0.442	0.614
1981-08-07	0.418	0.558
1981-08-08	0.482	0.586
1981-08-09	0.614	0.501
1981-08-10	0.572	0.473
1981-08-11	0.397	0.388
1981-08-12	0.232	0.323
1981-08-13	0.126	0.289
1981-08-14	0.126	0.263
1981-08-15	0.305	0.269
1981-08-16	0.369	0.178
1981-08-17	0.287	0.558
1981-08-18	0.18	0.501
1981-08-19	0.104	0.331
1981-08-20	0.167	0.272
1981-08-21	0.255	0.201
1981-08-22	0.259	0.201
1981-08-23	0.184	0.232
1981-08-24	0.108	0.21
1981-08-25	0.058	0.238
1981-08-26	0.029	0.241
1981-08-27	0.015	0.207
1981-08-28	0.008	0.19
1981-08-29	0.005	0.161
1981-08-30	0.004	0.144
1981-08-31	0.051	0.136
1981-09-01	0.092	0.074
1981-09-02	0.08	0.057
1981-09-03	0.054	0.057
1981-09-04	0.033	0.059
1981-09-05	0.018	0.071
1981-09-06	0.009	0.181
1981-09-07	0.005	0.167
1981-09-08	0.003	0.159
1981-09-09	0.002	0.153
1981-09-10	0.001	0.139
1981-09-11	0.001	0.119
1981-09-12	0.001	0.096
1981-09-13	0.001	0.088
1981-09-14	0.001	0.079
1981-09-15	0.001	0.071
1981-09-16	0.001	0.057
1981-09-17	0.001	0.045
1981-09-18	0.001	0.037
1981-09-19	0.001	0.031
1981-09-20	0.001	0.026
1981-09-21	0.001	0.022
1981-09-22	0.001	0.019
1981-09-23	0.001	0.015
1981-09-24	0.001	0.012
1981-09-25	0.002	0.013
1981-09-26	0.017	0.016
1981-09-27	0.041	0.017
1981-09-28	0.045	0.021
1981-09-29	0.035	0.057
1981-09-30	0.023	0.142
1981-10-01	0.013	0.198
1981-10-02	0.008	0.241
1981-10-03	0.006	0.246
1981-10-04	0.004	0.244
1981-10-05	0.003	0.244
1981-10-06	0.003	0.246
1981-10-07	0.002	0.263
1981-10-08	0.001	0.283
1981-10-09	0.001	0.311
1981-10-10	0.001	0.311
1981-10-11	0.001	0.368
1981-10-12	0.008	0.396
1981-10-13	0.019	0.396
1981-10-14	0.078	0.481
1981-10-15	0.141	0.538
1981-10-16	0.142	0.623
1981-10-17	0.11	0.736
1981-10-18	0.079	0.765
1981-10-19	0.053	0.68
1981-10-20	0.039	0.651
1981-10-21	0.042	0.595
1981-10-22	0.047	0.538
1981-10-23	0.051	0.595
1981-10-24	0.053	0.68
1981-10-25	0.126	0.68
1981-10-26	0.217	0.708
1981-10-27	0.258	0.736
1981-10-28	0.211	0.736
1981-10-29	0.146	0.736
1981-10-30	0.092	0.68
1981-10-31	0.104	0.651
1981-11-01	0.153	-9999
1981-11-02	0.155	-9999
1981-11-03	0.109	-9999
1981-11-04	0.064	-9999
1981-11-05	0.033	-9999
1981-11-06	0.017	-9999
1981-11-07	0.009	-9999
1981-11-08	0.006	-9999
1981-11-09	0.004	-9999
1981-11-10	0.002	-9999
1981-11-11	0.001	-9999
1981-11-12	0.001	-9999
1981-11-13	0	-9999
1981-11-14	0.001	-9999
1981-11-15	0.003	-9999
1981-11-16	0.004	-9999
1981-11-17	0.039	-9999
1981-11-18	0.085	-9999
1981-11-19	0.102	-9999
1981-11-20	0.097	-9999
1981-11-21	0.088	-9999
1981-11-22	0.083	-9999
1981-11-23	0.079	-9999
1981-11-24	0.073	-9999
1981-11-25	0.068	-9999
1981-11-26	0.064	-9999
1981-11-27	0.062	-9999
1981-11-28	0.06	-9999
1981-11-29	0.058	-9999
1981-11-30	0.057	-9999
1981-12-01	0.056	-9999
1981-12-02	0.056	-9999
1981-12-03	0.057	-9999
1981-12-04	0.057	-9999
1981-12-05	0.062	-9999
1981-12-06	0.072	-9999
1981-12-07	0.078	-9999
1981-12-08	0.077	-9999
1981-12-09	0.076	-9999
1981-12-10	0.079	-9999
1981-12-11	0.08	-9999
1981-12-12	0.076	-9999
1981-12-13	0.071	-9999
1981-12-14	0.066	-9999
1981-12-15	0.062	-9999
1981-12-16	0.06	-9999
1981-12-17	0.059	-9999
1981-12-18	0.059	-9999
1981-12-19	0.076	-9999
1981-12-20	0.099	-9999
1981-12-21	0.101	-9999
1981-12-22	0.089	-9999
1981-12-23	0.074	-9999
1981-12-24	0.064	-9999
1981-12-25	0.058	-9999
1981-12-26	0.054	-9999
1981-12-27	0.053	-9999
1981-12-28	0.055	-9999
1981-12-29	0.056	-9999
1981-12-30	0.057	-9999
1981-12-31	0.057	-9999
1982-01-01	0.056	-9999
1982-01-02	0.055	-9999
1982-01-03	0.055	-9999
1982-01-04	0.056	-9999
1982-01-05	0.06	-9999
1982-01-06	0.063	-9999
1982-01-07	0.065	-9999
1982-01-08	0.066	-9999
1982-01-09	0.066	-9999
1982-01-10	0.067	-9999
1982-01-11	0.07	-9999
1982-01-12	0.072	-9999
1982-01-13	0.073	-9999
1982-01-14	0.077	-9999
1982-01-15	0.087	-9999
1982-01-16	0.098	-9999
1982-01-17	0.107	-9999
1982-01-18	0.113	-9999
1982-01-19	0.117	-9999
1982-01-20	0.119	-9999
1982-01-21	0.12	-9999
1982-01-22	0.119	-9999
1982-01-23	0.12	-9999
1982-01-24	0.123	-9999
1982-01-25	0.124	-9999
1982-01-26	0.149	-9999
1982-01-27	0.182	-9999
1982-01-28	0.188	-9999
1982-01-29	0.173	-9999
1982-01-30	0.155	-9999
1982-01-31	0.141	-9999
1982-02-01	0.136	-9999
1982-02-02	0.138	-9999
1982-02-03	0.14	-9999
1982-02-04	0.142	-9999
1982-02-05	0.141	-9999
1982-02-06	0.139	-9999
1982-02-07	0.137	-9999
1982-02-08	0.135	-9999
1982-02-09	0.133	-9999
1982-02-10	0.131	-9999
1982-02-11	0.128	-9999
1982-02-12	0.124	-9999
1982-02-13	0.126	-9999
1982-02-14	0.261	-9999
1982-02-15	0.948	-9999
1982-02-16	1.991	-9999
1982-02-17	2.78	-9999
1982-02-18	2.86	-9999
1982-02-19	2.751	-9999
1982-02-20	4.261	-9999
1982-02-21	5.906	-9999
1982-02-22	5.512	-9999
1982-02-23	3.903	-9999
1982-02-24	2.348	-9999
1982-02-25	1.295	-9999
1982-02-26	0.694	-9999
1982-02-27	0.385	-9999
1982-02-28	0.235	-9999
1982-03-01	0.165	0.201
1982-03-02	0.133	0.201
1982-03-03	0.121	0.21
1982-03-04	0.121	0.241
1982-03-05	0.123	0.28
1982-03-06	0.125	0.368
1982-03-07	0.127	0.453
1982-03-08	0.129	0.566
1982-03-09	1.524	0.651
1982-03-10	3.2	0.765
1982-03-11	3.302	0.934
1982-03-12	2.449	1.104
1982-03-13	1.54	1.303
1982-03-14	0.908	1.331
1982-03-15	0.554	1.303
1982-03-16	0.374	1.189
1982-03-17	0.291	1.104
1982-03-18	0.259	1.048
1982-03-19	0.253	1.019
1982-03-20	0.254	1.019
1982-03-21	0.255	0.991
1982-03-22	0.253	0.991
1982-03-23	0.371	0.991
1982-03-24	0.519	1.048
1982-03-25	0.537	1.133
1982-03-26	0.476	1.218
1982-03-27	0.409	1.388
1982-03-28	0.372	1.557
1982-03-29	0.355	1.727
1982-03-30	0.332	1.614
1982-03-31	0.308	1.416
1982-04-01	0.293	1.246
1982-04-02	0.285	1.133
1982-04-03	0.284	1.076
1982-04-04	0.285	0.991
1982-04-05	0.285	0.963
1982-04-06	0.288	0.934
1982-04-07	0.295	0.906
1982-04-08	0.301	0.906
1982-04-09	0.305	0.906
1982-04-10	0.751	0.991
1982-04-11	4.256	3.002
1982-04-12	8.481	33.131
1982-04-13	10.364	61.731
1982-04-14	9.637	60.881
1982-04-15	7.052	23.333
1982-04-16	4.359	11.78
1982-04-17	2.461	7.815
1982-04-18	1.36	7.023
1982-04-19	0.781	5.777
1982-04-20	0.491	4.559
1982-04-21	1.466	3.681
1982-04-22	4.271	8.382
1982-04-23	9.157	20.53
1982-04-24	11.986	25.032
1982-04-25	10.486	14.158
1982-04-26	7.313	7.221
1982-04-27	6.044	6.116
1982-04-28	6.678	6.4
1982-04-29	6.375	7.221
1982-04-30	4.875	6.116
1982-05-01	5.928	5.049
1982-05-02	9.32	5.389
1982-05-03	10.042	7.116
1982-05-04	8.085	7.881
1982-05-05	5.485	6.068
1982-05-06	4.639	4.709
1982-05-07	5.599	4.313
1982-05-08	4.946	4.539
1982-05-09	3.419	4.851
1982-05-10	2.216	4.511
1982-05-11	1.861	3.916
1982-05-12	3.709	3.52
1982-05-13	7.034	3.407
1982-05-14	12.954	4.143
1982-05-15	17.429	4.766
1982-05-16	17.697	5.077
1982-05-17	16.578	5.445
1982-05-18	18.942	5.672
1982-05-19	18.487	6.04
1982-05-20	15.038	6.323
1982-05-21	13.092	5.445
1982-05-22	13.335	4.681
1982-05-23	13.129	4.398
1982-05-24	11.148	4.284
1982-05-25	9.192	4.029
1982-05-26	7.58	3.916
1982-05-27	6.134	4.737
1982-05-28	4.747	6.861
1982-05-29	3.484	11.562
1982-05-30	2.484	10.372
1982-05-31	1.668	8.22
1982-06-01	1.212	9.571
1982-06-02	2.009	9.203
1982-06-03	3.696	7.079
1982-06-04	4.423	6.003
1982-06-05	4.043	5.38
1982-06-06	3.493	5.437
1982-06-07	3.349	5.663
1982-06-08	3.027	5.918
1982-06-09	2.875	4.955
1982-06-10	3.424	4.163
1982-06-11	4.604	3.71
1982-06-12	6.305	3.426
1982-06-13	8.057	3.171
1982-06-14	9.556	3.002
1982-06-15	9.597	2.86
1982-06-16	7.825	2.917
1982-06-17	5.413	2.747
1982-06-18	3.285	2.888
1982-06-19	1.794	2.662
1982-06-20	0.91	2.35
1982-06-21	0.441	2.124
1982-06-22	0.209	1.982
1982-06-23	0.101	1.812
1982-06-24	0.051	1.756
1982-06-25	0.029	1.784
1982-06-26	0.019	1.756
1982-06-27	0.025	1.812
1982-06-28	0.072	2.237
1982-06-29	1.368	2.209
1982-06-30	3.322	6.145
1982-07-01	4.221	5.672
1982-07-02	4.03	4.851
1982-07-03	2.981	3.407
1982-07-04	1.867	2.5
1982-07-05	1.142	1.991
1982-07-06	0.737	1.679
1982-07-07	0.505	1.594
1982-07-08	0.352	1.538
1982-07-09	0.234	1.481
1982-07-10	0.142	1.424
1982-07-11	0.079	1.283
1982-07-12	0.043	1.198
1982-07-13	0.023	1.113
1982-07-14	0.016	1.085
1982-07-15	0.023	1.028
1982-07-16	0.03	1.028
1982-07-17	0.03	1
1982-07-18	0.024	0.971
1982-07-19	0.017	0.943
